text,device,intent
cho tôi đừng có vặn nhỏ đèn,đèn,INCREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
sáng quá,đèn,DECREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
không thấy gì,đèn,INCREASE
nóng quá,quạt,INCREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
tối quá,đèn,INCREASE
gió mạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
lạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
sáng quá,đèn,DECREASE
lạnh quá,quạt,DECREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
sáng quá,đèn,DECREASE
nóng quá,quạt,INCREASE
lạnh quá,quạt,DECREASE
gió mạnh quá,quạt,DECREASE
tối quá,đèn,INCREASE
tối quá,đèn,INCREASE
nóng quá,quạt,INCREASE
không thấy gì,đèn,INCREASE
tối quá,đèn,INCREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
sáng quá,đèn,DECREASE
gió mạnh quá,quạt,DECREASE
lạnh quá,quạt,DECREASE
không thấy gì,đèn,INCREASE
